Date,wdsp,wdsp^3,glorad
05/07/2018,4.7,22.09,1582
06/07/2018,3.5,12.25,1619
07/07/2018,3.7,13.69,2209
08/07/2018,4,16,1903
09/07/2018,4.2,17.64,1880
10/07/2018,4.2,17.64,2952
11/07/2018,4.3,18.49,975
12/07/2018,4.7,22.09,837
13/07/2018,3.5,12.25,1475
14/07/2018,5.8,33.64,2466
15/07/2018,6.9,47.61,572
16/07/2018,5.2,27.04,1529
17/07/2018,4.8,23.04,1451
18/07/2018,4.5,20.25,1999
19/07/2018,4.9,24.01,2349
20/07/2018,6.3,39.69,771
21/07/2018,5.6,31.36,1414
22/07/2018,6.9,47.61,1387
23/07/2018,6.6,43.56,1400
24/07/2018,5.1,26.01,1771
25/07/2018,4.9,24.01,2623
26/07/2018,8.4,70.56,1808
27/07/2018,6.4,40.96,881
28/07/2018,8.9,79.21,932
29/07/2018,6.2,38.44,1256
30/07/2018,7,49,1902
31/07/2018,9.7,94.09,872
01/08/2018,8.7,75.69,590
02/08/2018,6.3,39.69,984
03/08/2018,5.8,33.64,1918
04/08/2018,3.8,14.44,1548
05/08/2018,4.5,20.25,1742
06/08/2018,7.3,53.29,1013
07/08/2018,7.2,51.84,1441
08/08/2018,8.2,67.24,1803
09/08/2018,6.7,44.89,1911
10/08/2018,5.2,27.04,1775
11/08/2018,6.8,46.24,1048
12/08/2018,3.2,10.24,1067
13/08/2018,5.6,31.36,1085
14/08/2018,10,100,739
15/08/2018,10.1,102.01,883
16/08/2018,9.4,88.36,1633
17/08/2018,11.3,127.69,407
18/08/2018,10.7,114.49,1536
19/08/2018,7.5,56.25,834
20/08/2018,4.7,22.09,973
21/08/2018,6.9,47.61,1422
22/08/2018,6.9,47.61,1179
23/08/2018,9.5,90.25,1477
24/08/2018,9.1,82.81,1397
25/08/2018,4.9,24.01,1775
26/08/2018,10.5,110.25,751
27/08/2018,9.7,94.09,1140
28/08/2018,6.9,47.61,1139
29/08/2018,5.3,28.09,1721
30/08/2018,3.2,10.24,1354
31/08/2018,7.4,54.76,1458
01/09/2018,4.1,16.81,1453
02/09/2018,7.8,60.84,1132
03/09/2018,6.4,40.96,1484
04/09/2018,3.8,14.44,1678
05/09/2018,4.7,22.09,1254
06/09/2018,4.6,21.16,1014
07/09/2018,5.1,26.01,1100
08/09/2018,7.8,60.84,708
09/09/2018,12.5,156.25,1385
10/09/2018,10.9,118.81,567
11/09/2018,10.5,110.25,1109
12/09/2018,7.6,57.76,1499
13/09/2018,10.3,106.09,1105
14/09/2018,9.7,94.09,1026
15/09/2018,9.5,90.25,888
16/09/2018,9.8,96.04,1383
17/09/2018,8.7,75.69,700
18/09/2018,12.4,153.76,1061
19/09/2018,17.4,302.76,981
20/09/2018,6.3,39.69,316
21/09/2018,10.9,118.81,1055
22/09/2018,3,9,559
23/09/2018,5.6,31.36,1290
24/09/2018,4.4,19.36,1330
25/09/2018,9.7,94.09,690
26/09/2018,9.1,82.81,619
27/09/2018,6.9,47.61,721
28/09/2018,2.7,7.29,1352
29/09/2018,7.4,54.76,1278
30/09/2018,7.7,59.29,676
01/10/2018,9.1,82.81,881
02/10/2018,10.5,110.25,451
03/10/2018,8.2,67.24,461
04/10/2018,6.7,44.89,319
05/10/2018,3.9,15.21,696
06/10/2018,4.8,23.04,1163
07/10/2018,11.1,123.21,489
08/10/2018,13.2,174.24,501
09/10/2018,13.7,187.69,973
10/10/2018,8.8,77.44,1038
11/10/2018,8.2,67.24,531
12/10/2018,13.4,179.56,253
13/10/2018,5.4,29.16,198
14/10/2018,3.1,9.61,1063
15/10/2018,3.2,10.24,1083
16/10/2018,7.5,56.25,419
17/10/2018,4.4,19.36,747
18/10/2018,2.6,6.76,998
19/10/2018,5.8,33.64,529
20/10/2018,7.2,51.84,496
21/10/2018,7.3,53.29,537
22/10/2018,7,49,860
23/10/2018,10.8,116.64,567
24/10/2018,8.6,73.96,363
25/10/2018,8.5,72.25,338
26/10/2018,9.2,84.64,723
27/10/2018,7.2,51.84,872
28/10/2018,4,16,757
29/10/2018,5.1,26.01,454
30/10/2018,3.5,12.25,707
31/10/2018,4.8,23.04,469
01/11/2018,4.6,21.16,729
02/11/2018,7.8,60.84,424
03/11/2018,14.5,210.25,181
04/11/2018,5.5,30.25,451
05/11/2018,6,36,101
06/11/2018,8.3,68.89,156
07/11/2018,7.1,50.41,248
08/11/2018,6,36,195
09/11/2018,9.7,94.09,93
10/11/2018,5.7,32.49,251
11/11/2018,7.1,50.41,431
12/11/2018,9.9,98.01,434
13/11/2018,10.8,116.64,388
14/11/2018,14.1,198.81,66
15/11/2018,10.2,104.04,173
16/11/2018,7,49,411
17/11/2018,9.3,86.49,313
18/11/2018,9.5,90.25,495
19/11/2018,10.8,116.64,249
20/11/2018,11.5,132.25,289
21/11/2018,6.5,42.25,165
22/11/2018,6.5,42.25,249
23/11/2018,6.6,43.56,163
24/11/2018,6.8,46.24,108
25/11/2018,5.2,27.04,164
26/11/2018,4.7,22.09,267
27/11/2018,12.4,153.76,149
28/11/2018,16.3,265.69,92
29/11/2018,10.4,108.16,270
30/11/2018,11.9,141.61,230
01/12/2018,4.6,21.16,135
02/12/2018,11.7,136.89,177
03/12/2018,5.2,27.04,353
04/12/2018,4.2,17.64,125
05/12/2018,6.7,44.89,124
06/12/2018,10.4,108.16,119
07/12/2018,17.3,299.29,268
08/12/2018,16.8,282.24,137
09/12/2018,11.3,127.69,281
10/12/2018,4.9,24.01,123
11/12/2018,7.6,57.76,86
12/12/2018,6.8,46.24,160
13/12/2018,11.6,134.56,100
14/12/2018,9.6,92.16,76
15/12/2018,15.6,243.36,73
16/12/2018,7.5,56.25,124
17/12/2018,12,144,139
18/12/2018,12.1,146.41,128
19/12/2018,9.2,84.64,191
20/12/2018,10.9,118.81,149
21/12/2018,7.3,53.29,125
22/12/2018,8.4,70.56,239
23/12/2018,4.5,20.25,78
24/12/2018,5.2,27.04,145
25/12/2018,6.9,47.61,70
26/12/2018,8.4,70.56,134
27/12/2018,3.8,14.44,82
28/12/2018,7.7,59.29,137
29/12/2018,9.6,92.16,236
30/12/2018,7.5,56.25,140
31/12/2018,8.6,73.96,94
01/01/2019,5.4,29.16,105
02/01/2019,2.5,6.25,151
03/01/2019,4.6,21.16,126
04/01/2019,3.6,12.96,82
05/01/2019,6.2,38.44,190
06/01/2019,5.6,31.36,97
07/01/2019,11.4,129.96,77
08/01/2019,5.1,26.01,289
09/01/2019,1.9,3.61,235
10/01/2019,2.6,6.76,190
11/01/2019,5.8,33.64,167
12/01/2019,13.9,193.21,108
13/01/2019,14.5,210.25,168
14/01/2019,8.2,67.24,185
15/01/2019,9.9,98.01,202
16/01/2019,9,81,341
17/01/2019,4.7,22.09,326
18/01/2019,5.7,32.49,278
19/01/2019,2.1,4.41,241
20/01/2019,4.4,19.36,289
21/01/2019,8.4,70.56,164
22/01/2019,8.5,72.25,369
23/01/2019,4.6,21.16,133
24/01/2019,5.9,34.81,119
25/01/2019,12,144,200
26/01/2019,12.3,151.29,171
27/01/2019,11.1,123.21,444
28/01/2019,5.6,31.36,449
29/01/2019,9.4,88.36,432
30/01/2019,5.9,34.81,409
31/01/2019,10.5,110.25,104
01/02/2019,7.1,50.41,576
02/02/2019,4.7,22.09,648
03/02/2019,9.7,94.09,258
04/02/2019,8,64,515
05/02/2019,8.9,79.21,130
06/02/2019,8.6,73.96,573
07/02/2019,12,144,571
08/02/2019,20,400,347
09/02/2019,14.5,210.25,512
10/02/2019,10.8,116.64,660
11/02/2019,5.4,29.16,563
12/02/2019,10.8,116.64,332
13/02/2019,11.9,141.61,246
14/02/2019,9.3,86.49,655
15/02/2019,10,100,646
16/02/2019,11.4,129.96,479
17/02/2019,14.2,201.64,750
18/02/2019,13.4,179.56,710
